item_id,date_id,wday,cashback,sell_price,day,month,year,event_type_1_Cultural,event_type_1_National,event_type_1_NoEvent,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_NoEvent,event_type_2_Religious,target
065,718,4,1,3.28,15,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
065,719,5,0,3.28,16,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
065,720,6,0,3.28,17,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,721,7,0,3.28,18,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,722,1,0,3.28,19,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,723,2,0,3.28,20,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,724,3,0,3.28,21,1,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
065,725,4,0,3.28,22,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,726,5,0,3.28,23,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,727,6,0,3.28,24,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,728,7,0,3.28,25,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
065,729,1,0,3.28,26,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,730,2,0,3.28,27,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
065,731,3,0,3.28,28,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,732,4,0,3.28,29,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,733,5,0,3.28,30,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,734,6,0,3.28,31,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,735,7,0,3.28,1,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,736,1,1,3.28,2,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,737,2,1,3.28,3,2,2013,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
065,738,3,0,3.28,4,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,739,4,1,3.28,5,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,740,5,1,3.28,6,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,741,6,0,3.28,7,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,742,7,1,3.28,8,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,743,1,1,3.28,9,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,744,2,0,3.28,10,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,745,3,1,3.28,11,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,746,4,1,3.28,12,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
065,747,5,0,3.28,13,2,2013,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
065,748,6,1,3.28,14,2,2013,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
065,749,7,1,3.28,15,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
