item_id,date_id,wday,cashback,sell_price,day,month,year,event_type_1_Cultural,event_type_1_National,event_type_1_NoEvent,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_NoEvent,event_type_2_Religious,target
325,605,3,0,1.14,24,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
325,606,4,0,1.14,25,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.6666666666666665
325,607,5,0,1.14,26,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.428571428571429
325,608,6,0,1.14,27,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.066666666666667
325,609,7,0,1.14,28,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.5483870967741935
325,610,1,0,1.14,29,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.317460317460317
325,611,2,0,1.14,30,9,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.68503937007874
325,612,3,0,1.14,1,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.8313725490196076
325,613,4,1,1.14,2,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.921722113502936
325,614,5,1,1.14,3,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.464320625610949
325,615,6,0,1.14,4,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.730825598436736
325,616,7,1,1.14,5,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.865201465201466
325,617,1,1,1.14,6,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.43376877060188
325,618,2,0,1.14,7,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.717084783006776
325,619,3,1,1.14,8,10,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.85842463454085
325,620,4,1,1.14,9,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.429175249866484
325,621,5,0,1.14,10,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.714627949737164
325,622,6,1,1.14,11,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.357304982395107
325,623,7,1,1.14,12,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.67864547471137
325,624,1,0,1.14,13,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.839320983239158
325,625,2,1,1.14,14,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.419659814672382
325,626,3,1,1.14,15,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.709829738099513
325,627,4,0,1.14,16,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.854914528717343
325,628,5,0,1.14,17,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.427457238880232
325,629,6,0,1.14,18,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.713728657773991
325,630,7,0,1.14,19,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.356864353371625
325,631,1,0,1.14,20,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.178432197708132
325,632,2,0,1.14,21,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.089216117148162
325,633,3,0,1.14,22,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.044608051040411
325,634,4,0,1.14,23,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.022304020842821
325,635,5,0,1.14,24,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.011152008553572
325,636,6,0,1.14,25,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0055760038098263
325,637,7,0,1.14,26,10,2012,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.002788002253834
325,638,1,0,1.14,27,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.501394001214147
325,639,2,0,1.14,28,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.250697000599778
325,640,3,0,1.14,29,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.625348500276237
325,641,4,0,1.14,30,10,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.3126742501212916
325,642,5,0,1.14,31,10,2012,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.156337125067353
325,643,6,0,1.14,1,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.078168562533534
325,644,7,1,1.14,2,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.03908428127037
325,645,1,1,1.14,3,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.519542140638132
325,646,2,0,1.14,4,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.75977107031935
325,647,3,1,1.14,5,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.379885535159858
325,648,4,1,1.14,6,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.189942767579748
325,649,5,0,1.14,7,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.094971383789787
325,650,6,1,1.14,8,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.547485691894927
325,651,7,1,1.14,9,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.773742845947458
325,652,1,0,1.14,10,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.386871422973737
325,653,2,1,1.14,11,11,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.193435711486867
325,654,3,1,1.14,12,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.596717855743433
325,655,4,0,1.14,13,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.798358927871716
325,656,5,1,1.14,14,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.899179463935857
325,657,6,1,1.14,15,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.94958973196793
325,658,7,0,1.14,16,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.474794865983963
325,659,1,0,1.14,17,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.737397432991981
325,660,2,0,1.14,18,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.86869871649599
325,661,3,0,1.14,19,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.934349358247996
325,662,4,0,1.14,20,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.467174679123998
325,663,5,0,1.14,21,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.233587339562
325,664,6,0,1.14,22,11,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.116793669781
325,665,7,0,1.14,23,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0583968348905
325,666,1,0,1.14,24,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.02919841744525
325,667,2,0,1.14,25,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.514599208722625
325,668,3,0,1.14,26,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.257299604361313
325,669,4,0,1.14,27,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.628649802180657
325,670,5,0,1.14,28,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.814324901090329
325,671,6,0,1.14,29,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.407162450545164
325,672,7,0,1.14,30,11,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.203581225272583
325,673,1,0,1.14,1,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.101790612636291
325,674,2,1,1.14,2,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.550895306318147
325,675,3,1,1.14,3,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.275447653159073
325,676,4,0,1.14,4,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.137723826579537
325,677,5,1,1.14,5,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.06886191328977
325,678,6,1,1.14,6,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.534430956644883
325,679,7,0,1.14,7,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.767215478322441
325,680,1,1,1.14,8,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.38360773916122
325,681,2,1,1.14,9,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.19180386958061
325,682,3,0,1.14,10,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.095901934790305
325,683,4,1,1.14,11,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.547950967395153
325,684,5,1,1.14,12,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.773975483697576
325,685,6,0,1.14,13,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.386987741848788
