item_id,date_id,wday,cashback,sell_price,day,month,year,event_type_1_Cultural,event_type_1_National,event_type_1_NoEvent,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_NoEvent,event_type_2_Religious,target
064,695,2,0,2.54,23,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
064,696,3,0,2.54,24,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666
064,697,4,0,2.54,25,12,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857
064,698,5,0,2.54,26,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.13333333333333333
064,699,6,0,2.54,27,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06451612903225806
064,700,7,0,2.54,28,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.031746031746031744
064,701,1,0,2.54,29,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.015748031496062992
064,702,2,0,2.54,30,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00784313725490196
064,703,3,0,2.54,31,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5048923679060665
064,704,4,0,2.54,1,1,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25219941348973607
064,705,5,1,2.54,2,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.126038104543234
064,706,6,1,2.54,3,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.063003663003663
064,707,7,0,2.54,4,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03149798559394457
064,708,1,1,2.54,5,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5157785509369468
064,709,2,1,2.54,6,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2579119235816523
064,710,3,0,2.54,7,1,2013,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6289463645380331
064,711,4,1,2.54,8,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8144745977371043
064,712,5,1,2.54,9,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4072357453756156
064,713,6,0,2.54,10,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.20361748431679597
064,714,7,1,2.54,11,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6018091219035357
064,715,1,1,2.54,12,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8009046558879165
064,716,2,0,2.54,13,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.40045223246866046
064,717,3,1,2.54,14,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2002262115748181
064,718,4,1,2.54,15,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1001130998202027
064,719,5,0,2.54,16,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0500565484182998
064,720,6,0,2.54,17,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5250282663856188
064,721,7,0,2.54,18,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2625141312369267
064,722,1,0,2.54,19,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6312570669921378
