item_id,date_id,wday,cashback,sell_price,day,month,year,event_type_1_Cultural,event_type_1_National,event_type_1_NoEvent,event_type_1_Religious,event_type_1_Sporting,event_type_2_Cultural,event_type_2_NoEvent,event_type_2_Religious,target
547,695,2,0,0.2,23,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,55
547,696,3,0,0.2,24,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
547,697,4,0,0.2,25,12,2012,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
547,698,5,0,0.2,26,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21
547,699,6,0,0.2,27,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27
547,700,7,0,0.2,28,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48
547,701,1,0,0.2,29,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4
547,702,2,0,0.2,30,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28
547,703,3,0,0.2,31,12,2012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20
547,704,4,0,0.2,1,1,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14
547,705,5,1,0.2,2,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,87
547,706,6,1,0.2,3,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,41
547,707,7,0,0.2,4,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
547,708,1,1,0.2,5,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
547,709,2,1,0.2,6,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547,710,3,0,0.2,7,1,2013,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
547,711,4,1,0.2,8,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547,712,5,1,0.2,9,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38
547,713,6,0,0.2,10,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,38
547,714,7,1,0.2,11,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25
547,715,1,1,0.2,12,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42
547,716,2,0,0.2,13,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50
547,717,3,1,0.2,14,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11
547,718,4,1,0.2,15,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5
547,719,5,0,0.2,16,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72
547,720,6,0,0.2,17,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31
547,721,7,0,0.2,18,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72
547,722,1,0,0.2,19,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22
547,723,2,0,0.2,20,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547,724,3,0,0.2,21,1,2013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
547,725,4,0,0.2,22,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23
547,726,5,0,0.2,23,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
547,727,6,0,0.2,24,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,44
547,728,7,0,0.2,25,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,57
547,729,1,0,0.2,26,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34
547,730,2,0,0.2,27,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,49
547,731,3,0,0.2,28,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4
547,732,4,0,0.2,29,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,55
547,733,5,0,0.2,30,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23
547,734,6,0,0.2,31,1,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28
547,735,7,0,0.2,1,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50
547,736,1,1,0.2,2,2,2013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,122
547,737,2,1,0.2,3,2,2013,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,80
